,Party,Donee,value
2978,Liberal Democrats,Political Party,52558.88
2979,Conservative and Unionist Party,Political Party,2000.0
2980,Sinn Féin,Political Party,13821.98
2981,Sinn Féin,Political Party,10381.88
2982,Sinn Féin,Political Party,1071.0
2983,Conservative and Unionist Party,Political Party,1000.0
2984,Green Party,Political Party,9203.5
2985,Green Party,Political Party,3885.04
2986,Scottish National Party (SNP),Political Party,61007.29
2987,Conservative and Unionist Party,Political Party,50000.0
2988,Conservative and Unionist Party,Political Party,9000.0
2989,Conservative and Unionist Party,Political Party,3000.0
2990,Ulster Unionist Party,Political Party,6176.61
2991,Conservative and Unionist Party,Political Party,5000.0
2992,Conservative and Unionist Party,Political Party,750.0
2993,Sinn Féin,Political Party,779.0
2994,Sinn Féin,Political Party,779.0
2995,Sinn Féin,Political Party,788.0
2996,Alliance - Alliance Party of Northern Ireland,Political Party,7500.0
2997,SDLP (Social Democratic & Labour Party),Political Party,7923.15
2998,Plaid Cymru - The Party of Wales,Political Party,8309.27
2999,Conservative and Unionist Party,Political Party,33249.05
3000,Conservative and Unionist Party,Political Party,45000.0
3001,Conservative and Unionist Party,Political Party,4200.0
3002,Conservative and Unionist Party,Political Party,2000.0
3003,Conservative and Unionist Party,Political Party,6500.0
3004,Sinn Féin,Political Party,1900.0
3005,Sinn Féin,Political Party,661.0
3006,Conservative and Unionist Party,Political Party,6000.0
3007,Conservative and Unionist Party,Political Party,50000.0
3008,Conservative and Unionist Party,Political Party,1200.0
3009,Conservative and Unionist Party,Political Party,1725.0
3010,Conservative and Unionist Party,Political Party,12000.0
3011,Conservative and Unionist Party,Political Party,83333.0
3012,Ulster Unionist Party,Political Party,1568.89
3013,Sinn Féin,Political Party,779.0
3014,Sinn Féin,Political Party,779.0
3015,Sinn Féin,Political Party,877.0
3016,Sinn Féin,Political Party,905.0
3017,Sinn Féin,Political Party,779.0
3018,Sinn Féin,Political Party,779.0
3019,Alliance - Alliance Party of Northern Ireland,Political Party,5272.97
3020,Conservative and Unionist Party,Political Party,2000.0
3021,Conservative and Unionist Party,Political Party,4800.0
3022,Conservative and Unionist Party,Political Party,50000.0
3023,Conservative and Unionist Party,Political Party,2000.0
3024,Conservative and Unionist Party,Political Party,10750.0
3025,Conservative and Unionist Party,Political Party,2000.0
3026,Sinn Féin,Political Party,779.0
3027,Sinn Féin,Political Party,791.0
3028,Sinn Féin,Political Party,779.0
3029,Sinn Féin,Political Party,779.0
3030,Traditional Unionist Voice - TUV,Political Party,2277.02
3031,Alliance - Alliance Party of Northern Ireland,Political Party,1543.15
3032,Labour Party,Political Party,15000.0
3033,Labour Party,Political Party,643904.02
3034,Labour Party,Political Party,311875.0
3035,Liberal Democrats,Political Party,2546.0
3036,Conservative and Unionist Party,Political Party,4000.0
3037,Rachel Reeves MP,Regulated Donee,5000.0
3038,The Rt Hon Michael Fallon MP,Regulated Donee,3238.0
3039,Ms Sheryll Murray MP,Regulated Donee,3238.0
3040,Rupa Huq MP,Regulated Donee,3238.0
3041,Renew,Political Party,10000.0
3042,Mr Mark Pritchard MP,Regulated Donee,3238.0
3043,The Rt Hon Grant Shapps MP,Regulated Donee,3238.0
3044,Labour Party,Political Party,2000.0
3045,Conservative and Unionist Party,Political Party,5000.0
3046,Stephen Lloyd,Regulated Donee,1600.57
3047,Conservative and Unionist Party,Political Party,2000.0
3048,Liberal Democrats,Political Party,20000.0
3049,Catherine West MP,Regulated Donee,1600.57
3050,Andrea Jenkyns MP,Regulated Donee,1600.57
3051,Mr Stephen Kerr,Regulated Donee,1600.57
3052,Ms Rushanara Ali MP,Regulated Donee,2428.3
3053,Labour Party,Political Party,2700.0
3054,Mr Lloyd Russell-Moyle,Regulated Donee,650.0
3055,Nigel Adams MP,Regulated Donee,10250.0
3056,Mr Lloyd Russell-Moyle,Regulated Donee,1271.0
3057,Conservative and Unionist Party,Political Party,2953.14
3058,Conservative and Unionist Party,Political Party,16500.0
3059,Duma Polska = Polish Pride,Political Party,2000.0
3060,Labour Party,Political Party,2669.23
3061,Conservative and Unionist Party,Political Party,5000.0
3062,Labour Party,Political Party,3399.0
3063,Labour Party,Political Party,11324.5
3064,Labour Party,Political Party,3000.0
3065,Co-operative Party,Political Party,312800.0
3066,Labour Party,Political Party,1961.43
3067,Nigel Adams MP,Regulated Donee,5500.0
3068,Labour Party,Political Party,12500.0
3069,Labour Party,Political Party,33447.0
3070,Liberal Democrats,Political Party,24728.84
3071,Labour Together,Regulated Donee,12500.0
3072,Labour Party,Political Party,146945.24
3073,Conservative and Unionist Party,Political Party,5000.0
3074,Labour Party,Political Party,2000.0
3075,Labour Party,Political Party,33000.0
3076,Conservative and Unionist Party,Political Party,25000.0
3077,Conservative and Unionist Party,Political Party,5000.0
3078,Conservative and Unionist Party,Political Party,50000.0
3079,Conservative and Unionist Party,Political Party,8000.0
3080,Conservative and Unionist Party,Political Party,3000.0
3081,Labour Party,Political Party,3083.93
3082,Conservative and Unionist Party,Political Party,10000.0
3083,Conservative and Unionist Party,Political Party,2000.0
3084,Nigel Adams MP,Regulated Donee,7300.0
3085,Conservative and Unionist Party,Political Party,21948.24
3086,Conservative and Unionist Party,Political Party,5000.0
3087,Women2Win,Regulated Donee,10000.0
3088,Labour Party,Political Party,10000.0
3089,Conservative and Unionist Party,Political Party,2000.0
3090,Conservative and Unionist Party,Political Party,5450.0
3091,The Rt Hon Yvette Cooper MP,Regulated Donee,15847.0
3092,Conservative and Unionist Party,Political Party,2000.0
3093,Sinn Féin,Political Party,13821.98
3094,Duma Polska = Polish Pride,Political Party,2500.0
3095,Nigel Adams MP,Regulated Donee,10200.0
3096,Labour Party,Political Party,4500.0
3097,Liberal Democrats,Political Party,20000.0
3098,Labour Party,Political Party,27767.19
3099,Conservative Middle East Council,Regulated Donee,20000.0
3100,Nigel Adams MP,Regulated Donee,15800.0
3101,British National Party,Political Party,9876.24
3102,Conservative and Unionist Party,Political Party,3000.0
3103,Labour Party,Political Party,3000.0
3104,Conservative and Unionist Party,Political Party,3046.93
3105,Labour Party,Political Party,2000.0
3106,Conservative and Unionist Party,Political Party,5000.0
3107,Conservative and Unionist Party,Political Party,84000.0
3108,Conservative and Unionist Party,Political Party,3000.0
3109,Conservative and Unionist Party,Political Party,70000.0
3110,Conservative and Unionist Party,Political Party,450000.0
3111,Conservative and Unionist Party,Political Party,2500.0
3112,Conservative and Unionist Party,Political Party,25000.0
3113,Conservative and Unionist Party,Political Party,2500.0
3114,Conservative and Unionist Party,Political Party,2500.0
3115,Conservative and Unionist Party,Political Party,35000.0
3116,Conservative and Unionist Party,Political Party,3200.0
3117,Conservative and Unionist Party,Political Party,50000.0
3118,Conservative and Unionist Party,Political Party,50000.0
3119,Conservative and Unionist Party,Political Party,50000.0
3120,Conservative and Unionist Party,Political Party,21948.24
3121,Conservative and Unionist Party,Political Party,19000.0
3122,Conservative and Unionist Party,Political Party,250000.0
3123,Conservative and Unionist Party,Political Party,15000.0
3124,Conservative and Unionist Party,Political Party,10000.0
3125,Labour Party,Political Party,398875.0
3126,Conservative and Unionist Party,Political Party,10000.0
3127,Conservative and Unionist Party,Political Party,4349.15
3128,Conservative and Unionist Party,Political Party,3300.0
3129,Conservative and Unionist Party,Political Party,20000.0
3130,Conservative and Unionist Party,Political Party,5000.0
3131,Labour Party,Political Party,4500.0
3132,Conservative and Unionist Party,Political Party,3200.0
3133,Liberal Democrats,Political Party,10000.0
3134,Liberal Democrats,Political Party,3000.0
3135,Mr Andrew Percy MP,Regulated Donee,1750.0
3136,Mr John Woodcock MP,Regulated Donee,1750.0
3137,Scottish Socialist Party,Political Party,34492.13
3138,Mr John Howell MP,Regulated Donee,1750.0
3139,Duma Polska = Polish Pride,Political Party,6500.0
3140,Conservative and Unionist Party,Political Party,4072.0
3141,Mr Ian Austin MP,Regulated Donee,1750.0
3142,Labour Party,Political Party,3973.0
3143,Will Quince MP,Regulated Donee,1750.0
3144,Jack Lopresti MP,Regulated Donee,1750.0
3145,Joan Ryan MP,Regulated Donee,1750.0
3146,Conservative and Unionist Party,Political Party,3000.0
3147,Conservative and Unionist Party,Political Party,50000.0
3148,Mr Clive Lewis MP,Regulated Donee,5000.0
3149,Labour Party,Political Party,10000.0
3150,Ms Janet Daby,Regulated Donee,1610.0
3151,Dr Phillip Lee MP,Regulated Donee,4160.0
3152,Labour Party,Political Party,13200.0
3153,Scottish National Party (SNP),Political Party,142794.62
3154,Conservative and Unionist Party,Political Party,7500.0
3155,Plaid Cymru - The Party of Wales,Political Party,220000.0
3156,Conservative and Unionist Party,Political Party,2562.48
3157,People Before Profit Alliance,Political Party,1000.0
3158,Conservative and Unionist Party,Political Party,10000.0
3159,Conservative and Unionist Party,Political Party,1250.0
3160,Conservative and Unionist Party,Political Party,2781.0
3161,Conservative and Unionist Party,Political Party,10000.0
3162,Conservative and Unionist Party,Political Party,2500.0
3163,Conservative and Unionist Party,Political Party,2562.48
3164,Conservative and Unionist Party,Political Party,10000.0
3165,Conservative and Unionist Party,Political Party,50000.0
3166,UK Independence Party (UKIP),Political Party,24000.0
3167,Conservative and Unionist Party,Political Party,12500.0
3168,Scottish National Party (SNP),Political Party,10250.0
3169,Conservative and Unionist Party,Political Party,3750.0
3170,Conservative and Unionist Party,Political Party,5000.0
3171,Conservative and Unionist Party,Political Party,150000.0
3172,Conservative and Unionist Party,Political Party,2500.0
3173,Conservative and Unionist Party,Political Party,12500.0
3174,Conservative and Unionist Party,Political Party,10000.0
3175,Conservative and Unionist Party,Political Party,3333.34
3176,Conservative and Unionist Party,Political Party,12500.0
3177,Conservative and Unionist Party,Political Party,1000.0
3178,Green Party,Political Party,600.0
3179,Conservative and Unionist Party,Political Party,10000.0
3180,Conservative and Unionist Party,Political Party,2000.0
3181,Conservative and Unionist Party,Political Party,3750.0
3182,Conservative and Unionist Party,Political Party,250000.0
3183,Conservative and Unionist Party,Political Party,3333.33
3184,Conservative and Unionist Party,Political Party,3333.33
3185,Conservative and Unionist Party,Political Party,25000.0
3186,Conservative and Unionist Party,Political Party,3000.0
3187,Labour Party,Political Party,4750.0
3188,Conservative and Unionist Party,Political Party,18000.0
3189,Labour Party,Political Party,299083.83
3190,Conservative and Unionist Party,Political Party,16500.0
3191,Conservative and Unionist Party,Political Party,2000.0
3192,Conservative and Unionist Party,Political Party,10877.42
3193,Green Party,Political Party,1800.0
3194,Mr Clive Lewis MP,Regulated Donee,5000.0
3195,Conservative and Unionist Party,Political Party,50000.0
3196,Conservative and Unionist Party,Political Party,5000.0
3197,Conservative and Unionist Party,Political Party,25000.0
3198,Conservative and Unionist Party,Political Party,5000.0
3199,Labour Party,Political Party,7920.0
3200,Labour Party,Political Party,50967.19
3201,Labour Party,Political Party,4200.0
3202,Liberal Democrats,Political Party,3000.0
3203,Liberal Democrats,Political Party,4300.0
3204,Liberal Democrats,Political Party,1708.79
3205,Labour Party,Political Party,7630.34
3206,Liberal Democrats,Political Party,5000.0
3207,Labour Party,Political Party,3435.21
3208,Liberal Democrats,Political Party,1700.0
3209,Democratic Unionist Party - D.U.P.,Political Party,1268.72
3210,Liberal Democrats,Political Party,1950.0
3211,Labour Party,Political Party,12500.0
3212,Liberal Democrats,Political Party,1800.0
3213,Liberal Democrats,Political Party,3166.18
3214,Liberal Democrats,Political Party,2250.0
3215,Labour Party,Political Party,1803.05
3216,Liberal Democrats,Political Party,1875.0
3217,Liberal Democrats,Political Party,2400.0
3218,Conservative and Unionist Party,Political Party,7348.72
3219,Liberal Democrats,Political Party,12000.0
3220,Liberal Democrats,Political Party,9400.0
3221,Democratic Unionist Party - D.U.P.,Political Party,10881.99
3222,Liberal Democrats,Political Party,2250.0
3223,Liberal Democrats,Political Party,1965.0
3224,Liberal Democrats,Political Party,4500.0
3225,Liberal Democrats,Political Party,4600.0
3226,Liberal Democrats,Political Party,1755.0
3227,Liberal Democrats,Political Party,3000.0
3228,Liberal Democrats,Political Party,2250.0
3229,Liberal Democrats,Political Party,22991.96
3230,Liberal Democrats,Political Party,3225.0
3231,Liberal Democrats,Political Party,3000.0
3232,Liberal Democrats,Political Party,2000.0
3233,Labour Party,Political Party,6304.4
3234,Liberal Democrats,Political Party,1773.0
3235,Liberal Democrats,Political Party,1650.0
3236,Labour Party,Political Party,16053.95
3237,Liberal Democrats,Political Party,3500.0
3238,Sinn Féin,Political Party,779.0
3239,Sinn Féin,Political Party,688.0
3240,Sinn Féin,Political Party,791.0
3241,Sinn Féin,Political Party,779.0
3242,Sinn Féin,Political Party,779.0
3243,Green Party,Political Party,3070.46
3244,Sinn Féin,Political Party,779.0
3245,UK Independence Party (UKIP),Political Party,1000.0
3246,Labour Party,Political Party,643904.02
3247,Liberal Democrats,Political Party,52558.88
3248,Sinn Féin,Political Party,1071.0
3249,Mr Andy Street,Regulated Donee,4711.0
3250,Sinn Féin,Political Party,779.0
3251,Mr Andy Street,Regulated Donee,4711.0
3252,Conservative and Unionist Party,Political Party,5000.0
3253,Sinn Féin,Political Party,623.0
3254,Sinn Féin,Political Party,561.0
3255,Democratic Unionist Party - D.U.P.,Political Party,19025.82
3256,Liberal Democrats,Political Party,5000.0
3257,Liberal Democrats,Political Party,108181.25
3258,Labour Party,Political Party,5000.0
3259,Liberal Democrats,Political Party,6500.0
3260,Sinn Féin,Political Party,779.0
3261,Sinn Féin,Political Party,805.0
3262,Sinn Féin,Political Party,877.0
3263,Scottish National Party (SNP),Political Party,65924.07
3264,Sinn Féin,Political Party,779.0
3265,Sinn Féin,Political Party,779.0
3266,Green Party,Political Party,9203.5
3267,Sinn Féin,Political Party,779.0
3268,Labour Party,Political Party,8200.0
3269,Ulster Unionist Party,Political Party,1568.89
3270,Labour Party,Political Party,36291.66
3271,Rachel Reeves MP,Regulated Donee,4840.0
3272,Labour Party,Political Party,6900.0
3273,Labour Party,Political Party,10000.0
3274,Conservative and Unionist Party,Political Party,3414.38
3275,Ulster Unionist Party,Political Party,6176.61
